season,week,pair_id,J_score,is_active,elim_flag
9,2,S9_Mya __ Dmitry Chaplin,27.0,True,False
9,3,S9_Mya __ Dmitry Chaplin,27.0,True,False
9,4,S9_Mya __ Dmitry Chaplin,28.0,True,False
9,5,S9_Mya __ Dmitry Chaplin,27.0,True,False
9,6,S9_Mya __ Dmitry Chaplin,33.0,True,False
9,7,S9_Mya __ Dmitry Chaplin,24.5,True,False
9,8,S9_Mya __ Dmitry Chaplin,29.5,True,False
9,9,S9_Mya __ Dmitry Chaplin,28.9999,True,False
9,10,S9_Mya __ Dmitry Chaplin,28.333199999999998,True,False
9,1,S9_Natalie Coughlin __ Alec Mazo,26.9998,True,False
9,2,S9_Natalie Coughlin __ Alec Mazo,21.0,True,False
9,3,S9_Natalie Coughlin __ Alec Mazo,26.0,True,False
9,4,S9_Natalie Coughlin __ Alec Mazo,24.0,True,False
9,5,S9_Natalie Coughlin __ Alec Mazo,22.0,True,False
9,6,S9_Natalie Coughlin __ Alec Mazo,0.0,False,True
9,7,S9_Natalie Coughlin __ Alec Mazo,0.0,False,False
9,8,S9_Natalie Coughlin __ Alec Mazo,0.0,False,False
9,9,S9_Natalie Coughlin __ Alec Mazo,0.0,False,False
9,10,S9_Natalie Coughlin __ Alec Mazo,0.0,False,False
9,1,S9_Tom DeLay __ Cheryl Burke,19.9999,True,False
9,2,S9_Tom DeLay __ Cheryl Burke,18.0,True,False
9,3,S9_Tom DeLay __ Cheryl Burke,15.0,True,False
9,4,S9_Tom DeLay __ Cheryl Burke,0.0,False,True
9,5,S9_Tom DeLay __ Cheryl Burke,0.0,False,False
9,6,S9_Tom DeLay __ Cheryl Burke,0.0,False,False
9,7,S9_Tom DeLay __ Cheryl Burke,0.0,False,False
9,8,S9_Tom DeLay __ Cheryl Burke,0.0,False,False
9,9,S9_Tom DeLay __ Cheryl Burke,0.0,False,False
9,10,S9_Tom DeLay __ Cheryl Burke,0.0,False,False
10,1,S10_Aiden Turner __ Edyta Sliwinska,15.0,True,False
10,2,S10_Aiden Turner __ Edyta Sliwinska,19.0,True,False
10,3,S10_Aiden Turner __ Edyta Sliwinska,20.0,True,False
10,4,S10_Aiden Turner __ Edyta Sliwinska,16.5,True,False
10,5,S10_Aiden Turner __ Edyta Sliwinska,0.0,False,True
10,6,S10_Aiden Turner __ Edyta Sliwinska,0.0,False,False
10,7,S10_Aiden Turner __ Edyta Sliwinska,0.0,False,False
10,8,S10_Aiden Turner __ Edyta Sliwinska,0.0,False,False
10,9,S10_Aiden Turner __ Edyta Sliwinska,0.0,False,False
10,10,S10_Aiden Turner __ Edyta Sliwinska,0.0,False,False
10,1,S10_Buzz Aldrin __ Ashly DelGrosso,14.0,True,False
10,2,S10_Buzz Aldrin __ Ashly DelGrosso,12.0,True,False
10,3,S10_Buzz Aldrin __ Ashly DelGrosso,13.0,True,False
10,4,S10_Buzz Aldrin __ Ashly DelGrosso,0.0,False,True
10,5,S10_Buzz Aldrin __ Ashly DelGrosso,0.0,False,False
10,6,S10_Buzz Aldrin __ Ashly DelGrosso,0.0,False,False
10,7,S10_Buzz Aldrin __ Ashly DelGrosso,0.0,False,False
10,8,S10_Buzz Aldrin __ Ashly DelGrosso,0.0,False,False
10,9,S10_Buzz Aldrin __ Ashly DelGrosso,0.0,False,False
10,10,S10_Buzz Aldrin __ Ashly DelGrosso,0.0,False,False
10,1,S10_Chad Ochocinco __ Cheryl Burke,18.0,True,False
10,2,S10_Chad Ochocinco __ Cheryl Burke,16.0,True,False
10,3,S10_Chad Ochocinco __ Cheryl Burke,20.0,True,False
10,4,S10_Chad Ochocinco __ Cheryl Burke,22.0,True,False
10,5,S10_Chad Ochocinco __ Cheryl Burke,18.0,True,False
10,6,S10_Chad Ochocinco __ Cheryl Burke,30.999899999999997,True,False
10,7,S10_Chad Ochocinco __ Cheryl Burke,26.0,True,False
10,8,S10_Chad Ochocinco __ Cheryl Burke,22.5,True,False
10,9,S10_Chad Ochocinco __ Cheryl Burke,26.0,True,False
10,10,S10_Chad Ochocinco __ Cheryl Burke,0.0,False,True
10,1,S10_Erin Andrews __ Maksim Chmerkoskiy,21.0,True,False
10,2,S10_Erin Andrews __ Maksim Chmerkoskiy,23.0,True,False
10,3,S10_Erin Andrews __ Maksim Chmerkoskiy,23.0,True,False
10,4,S10_Erin Andrews __ Maksim Chmerkoskiy,19.5,True,False
10,5,S10_Erin Andrews __ Maksim Chmerkoskiy,22.0,True,False
10,6,S10_Erin Andrews __ Maksim Chmerkoskiy,34.0,True,False
10,7,S10_Erin Andrews __ Maksim Chmerkoskiy,25.5,True,False
10,8,S10_Erin Andrews __ Maksim Chmerkoskiy,26.5,True,False
10,9,S10_Erin Andrews __ Maksim Chmerkoskiy,28.0,True,False
10,10,S10_Erin Andrews __ Maksim Chmerkoskiy,26.9998,True,False
10,1,S10_Evan Lysacek __ Anna Trebunskaya,23.0,True,False
10,2,S10_Evan Lysacek __ Anna Trebunskaya,24.0,True,False
10,3,S10_Evan Lysacek __ Anna Trebunskaya,26.0,True,False
10,4,S10_Evan Lysacek __ Anna Trebunskaya,26.0,True,False
10,5,S10_Evan Lysacek __ Anna Trebunskaya,27.0,True,False
10,6,S10_Evan Lysacek __ Anna Trebunskaya,27.0,True,False
10,7,S10_Evan Lysacek __ Anna Trebunskaya,27.0,True,False
10,8,S10_Evan Lysacek __ Anna Trebunskaya,26.5,True,False
10,9,S10_Evan Lysacek __ Anna Trebunskaya,29.5,True,False
10,10,S10_Evan Lysacek __ Anna Trebunskaya,26.888699999999996,True,False
10,1,S10_Jake Pavelka __ Chelsie Hightower,20.0,True,False
10,2,S10_Jake Pavelka __ Chelsie Hightower,20.0,True,False
10,3,S10_Jake Pavelka __ Chelsie Hightower,21.0,True,False
10,4,S10_Jake Pavelka __ Chelsie Hightower,19.0,True,False
10,5,S10_Jake Pavelka __ Chelsie Hightower,23.0,True,False
10,6,S10_Jake Pavelka __ Chelsie Hightower,24.999899999999997,True,False
10,7,S10_Jake Pavelka __ Chelsie Hightower,0.0,False,True
10,8,S10_Jake Pavelka __ Chelsie Hightower,0.0,False,False
10,9,S10_Jake Pavelka __ Chelsie Hightower,0.0,False,False
10,10,S10_Jake Pavelka __ Chelsie Hightower,0.0,False,False
10,1,S10_Kate Gosselin __ Tony Dovolani,16.0,True,False
10,2,S10_Kate Gosselin __ Tony Dovolani,15.0,True,False
10,3,S10_Kate Gosselin __ Tony Dovolani,15.0,True,False
10,4,S10_Kate Gosselin __ Tony Dovolani,16.0,True,False
10,5,S10_Kate Gosselin __ Tony Dovolani,15.0,True,False
10,6,S10_Kate Gosselin __ Tony Dovolani,0.0,False,True
10,7,S10_Kate Gosselin __ Tony Dovolani,0.0,False,False
10,8,S10_Kate Gosselin __ Tony Dovolani,0.0,False,False
10,9,S10_Kate Gosselin __ Tony Dovolani,0.0,False,False
10,10,S10_Kate Gosselin __ Tony Dovolani,0.0,False,False
10,1,S10_Nicole Scherzinger __ Derek Hough,25.0,True,False
10,2,S10_Nicole Scherzinger __ Derek Hough,28.0,True,False
10,3,S10_Nicole Scherzinger __ Derek Hough,23.0,True,False
10,4,S10_Nicole Scherzinger __ Derek Hough,25.0,True,False
10,5,S10_Nicole Scherzinger __ Derek Hough,29.0,True,False
10,6,S10_Nicole Scherzinger __ Derek Hough,35.9999,True,False
10,7,S10_Nicole Scherzinger __ Derek Hough,27.0,True,False
10,8,S10_Nicole Scherzinger __ Derek Hough,29.5,True,False
10,9,S10_Nicole Scherzinger __ Derek Hough,29.5,True,False
10,10,S10_Nicole Scherzinger __ Derek Hough,28.7777,True,False
10,1,S10_Niecy Nash __ Louis van Amstel,18.0,True,False
10,2,S10_Niecy Nash __ Louis van Amstel,21.0,True,False
10,3,S10_Niecy Nash __ Louis van Amstel,21.0,True,False
10,4,S10_Niecy Nash __ Louis van Amstel,18.0,True,False
10,5,S10_Niecy Nash __ Louis van Amstel,18.0,True,False
10,6,S10_Niecy Nash __ Louis van Amstel,25.9998,True,False
10,7,S10_Niecy Nash __ Louis van Amstel,24.5,True,False
10,8,S10_Niecy Nash __ Louis van Amstel,21.5,True,False
10,9,S10_Niecy Nash __ Louis van Amstel,0.0,False,True
10,10,S10_Niecy Nash __ Louis van Amstel,0.0,False,False
10,1,S10_Pamela Anderson __ Damian Whitewood,21.0,True,False
10,2,S10_Pamela Anderson __ Damian Whitewood,22.0,True,False
10,3,S10_Pamela Anderson __ Damian Whitewood,21.0,True,False
10,4,S10_Pamela Anderson __ Damian Whitewood,23.5,True,False
10,5,S10_Pamela Anderson __ Damian Whitewood,21.0,True,False
10,6,S10_Pamela Anderson __ Damian Whitewood,29.9998,True,False
10,7,S10_Pamela Anderson __ Damian Whitewood,25.5,True,False
10,8,S10_Pamela Anderson __ Damian Whitewood,0.0,False,True
10,9,S10_Pamela Anderson __ Damian Whitewood,0.0,False,False
10,10,S10_Pamela Anderson __ Damian Whitewood,0.0,False,False
10,1,S10_Shannen Doherty __ Mark Ballas,18.0,True,False
10,2,S10_Shannen Doherty __ Mark Ballas,20.0,True,False
10,3,S10_Shannen Doherty __ Mark Ballas,0.0,False,True
10,4,S10_Shannen Doherty __ Mark Ballas,0.0,False,False
10,5,S10_Shannen Doherty __ Mark Ballas,0.0,False,False
10,6,S10_Shannen Doherty __ Mark Ballas,0.0,False,False
10,7,S10_Shannen Doherty __ Mark Ballas,0.0,False,False
10,8,S10_Shannen Doherty __ Mark Ballas,0.0,False,False
10,9,S10_Shannen Doherty __ Mark Ballas,0.0,False,False
10,10,S10_Shannen Doherty __ Mark Ballas,0.0,False,False
11,1,S11_Audrina Patridge __ Tony Dovolani,19.0,True,False
11,2,S11_Audrina Patridge __ Tony Dovolani,23.0,True,False
11,3,S11_Audrina Patridge __ Tony Dovolani,26.0,True,False
11,4,S11_Audrina Patridge __ Tony Dovolani,23.0,True,False
11,5,S11_Audrina Patridge __ Tony Dovolani,23.0,True,False
11,6,S11_Audrina Patridge __ Tony Dovolani,31.9998,True,False
11,7,S11_Audrina Patridge __ Tony Dovolani,0.0,False,True
11,8,S11_Audrina Patridge __ Tony Dovolani,0.0,False,False
11,9,S11_Audrina Patridge __ Tony Dovolani,0.0,False,False
11,10,S11_Audrina Patridge __ Tony Dovolani,0.0,False,False
11,1,S11_Brandy __ Maksim Chmerkoskiy,23.0,True,False
11,2,S11_Brandy __ Maksim Chmerkoskiy,21.0,True,False
11,3,S11_Brandy __ Maksim Chmerkoskiy,24.0,True,False
11,4,S11_Brandy __ Maksim Chmerkoskiy,24.0,True,False
11,5,S11_Brandy __ Maksim Chmerkoskiy,27.0,True,False
11,6,S11_Brandy __ Maksim Chmerkoskiy,35.9999,True,False
11,7,S11_Brandy __ Maksim Chmerkoskiy,36.5,True,False
11,8,S11_Brandy __ Maksim Chmerkoskiy,28.5,True,False
11,9,S11_Brandy __ Maksim Chmerkoskiy,28.5,True,False
11,10,S11_Brandy __ Maksim Chmerkoskiy,0.0,False,True
11,1,S11_Bristol Palin __ Mark Ballas,18.0,True,False
11,2,S11_Bristol Palin __ Mark Ballas,22.0,True,False
11,3,S11_Bristol Palin __ Mark Ballas,19.0,True,False
11,4,S11_Bristol Palin __ Mark Ballas,16.0,True,False
11,5,S11_Bristol Palin __ Mark Ballas,18.0,True,False
11,6,S11_Bristol Palin __ Mark Ballas,27.9998,True,False
11,7,S11_Bristol Palin __ Mark Ballas,32.5,True,False
11,8,S11_Bristol Palin __ Mark Ballas,23.5,True,False
11,9,S11_Bristol Palin __ Mark Ballas,26.5,True,False
11,10,S11_Bristol Palin __ Mark Ballas,25.666600000000003,True,False
11,1,S11_David Hasselhoff __ Kym Johnson,15.0,True,False
11,2,S11_David Hasselhoff __ Kym Johnson,0.0,False,True
11,3,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,4,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,5,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,6,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,7,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,8,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,9,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,10,S11_David Hasselhoff __ Kym Johnson,0.0,False,False
11,1,S11_Florence Henderson __ Corky Ballas,18.0,True,False
11,2,S11_Florence Henderson __ Corky Ballas,19.0,True,False
11,3,S11_Florence Henderson __ Corky Ballas,20.0,True,False
11,4,S11_Florence Henderson __ Corky Ballas,17.5,True,False
11,5,S11_Florence Henderson __ Corky Ballas,21.0,True,False
11,6,S11_Florence Henderson __ Corky Ballas,0.0,False,True
11,7,S11_Florence Henderson __ Corky Ballas,0.0,False,False
11,8,S11_Florence Henderson __ Corky Ballas,0.0,False,False
11,9,S11_Florence Henderson __ Corky Ballas,0.0,False,False
11,10,S11_Florence Henderson __ Corky Ballas,0.0,False,False
11,1,S11_Jennifer Grey __ Derek Hough,24.0,True,False
11,2,S11_Jennifer Grey __ Derek Hough,24.0,True,False
11,3,S11_Jennifer Grey __ Derek Hough,24.0,True,False
11,4,S11_Jennifer Grey __ Derek Hough,28.0,True,False
11,5,S11_Jennifer Grey __ Derek Hough,25.0,True,False
11,6,S11_Jennifer Grey __ Derek Hough,29.0,True,False
11,7,S11_Jennifer Grey __ Derek Hough,36.5,True,False
11,8,S11_Jennifer Grey __ Derek Hough,28.5,True,False
11,9,S11_Jennifer Grey __ Derek Hough,30.0,True,False
11,10,S11_Jennifer Grey __ Derek Hough,30.0,True,False
11,1,S11_Kurt Warner __ Anna Trebunskaya,19.0,True,False
11,2,S11_Kurt Warner __ Anna Trebunskaya,21.0,True,False
11,3,S11_Kurt Warner __ Anna Trebunskaya,23.0,True,False
11,4,S11_Kurt Warner __ Anna Trebunskaya,17.0,True,False
11,5,S11_Kurt Warner __ Anna Trebunskaya,24.0,True,False
11,6,S11_Kurt Warner __ Anna Trebunskaya,21.9999,True,False
11,7,S11_Kurt Warner __ Anna Trebunskaya,35.0,True,False
11,8,S11_Kurt Warner __ Anna Trebunskaya,24.0,True,False
11,9,S11_Kurt Warner __ Anna Trebunskaya,0.0,False,True
11,10,S11_Kurt Warner __ Anna Trebunskaya,0.0,False,False
11,1,S11_Kyle Massey __ Lacey Schwimmer,23.0,True,False
11,2,S11_Kyle Massey __ Lacey Schwimmer,22.0,True,False
11,3,S11_Kyle Massey __ Lacey Schwimmer,23.0,True,False
11,4,S11_Kyle Massey __ Lacey Schwimmer,20.0,True,False
11,5,S11_Kyle Massey __ Lacey Schwimmer,20.0,True,False
11,6,S11_Kyle Massey __ Lacey Schwimmer,29.999899999999997,True,False
11,7,S11_Kyle Massey __ Lacey Schwimmer,33.5,True,False
11,8,S11_Kyle Massey __ Lacey Schwimmer,28.0,True,False
11,9,S11_Kyle Massey __ Lacey Schwimmer,29.0,True,False
11,10,S11_Kyle Massey __ Lacey Schwimmer,27.333199999999998,True,False
11,1,S11_Margaret Cho __ Louis van Amstel,15.0,True,False
11,2,S11_Margaret Cho __ Louis van Amstel,18.0,True,False
11,3,S11_Margaret Cho __ Louis van Amstel,18.0,True,False
11,4,S11_Margaret Cho __ Louis van Amstel,0.0,False,True
11,5,S11_Margaret Cho __ Louis van Amstel,0.0,False,False
11,6,S11_Margaret Cho __ Louis van Amstel,0.0,False,False
11,7,S11_Margaret Cho __ Louis van Amstel,0.0,False,False
11,8,S11_Margaret Cho __ Louis van Amstel,0.0,False,False
11,9,S11_Margaret Cho __ Louis van Amstel,0.0,False,False
11,10,S11_Margaret Cho __ Louis van Amstel,0.0,False,False
11,1,S11_Michael Bolton __ Chelsie Hightower,16.0,True,False
11,2,S11_Michael Bolton __ Chelsie Hightower,12.0,True,False
11,3,S11_Michael Bolton __ Chelsie Hightower,0.0,False,True
11,4,S11_Michael Bolton __ Chelsie Hightower,0.0,False,False
11,5,S11_Michael Bolton __ Chelsie Hightower,0.0,False,False
11,6,S11_Michael Bolton __ Chelsie Hightower,0.0,False,False
11,7,S11_Michael Bolton __ Chelsie Hightower,0.0,False,False
11,8,S11_Michael Bolton __ Chelsie Hightower,0.0,False,False
11,9,S11_Michael Bolton __ Chelsie Hightower,0.0,False,False
11,10,S11_Michael Bolton __ Chelsie Hightower,0.0,False,False
11,1,S11_Rick Fox __ Cheryl Burke,22.0,True,False
11,2,S11_Rick Fox __ Cheryl Burke,21.0,True,False
11,3,S11_Rick Fox __ Cheryl Burke,24.0,True,False
11,4,S11_Rick Fox __ Cheryl Burke,19.5,True,False
11,5,S11_Rick Fox __ Cheryl Burke,24.0,True,False
11,6,S11_Rick Fox __ Cheryl Burke,30.0,True,False
11,7,S11_Rick Fox __ Cheryl Burke,34.5,True,False
11,8,S11_Rick Fox __ Cheryl Burke,0.0,False,True
11,9,S11_Rick Fox __ Cheryl Burke,0.0,False,False
11,10,S11_Rick Fox __ Cheryl Burke,0.0,False,False
11,1,S11_The Situation __ Karina Smirnoff,15.0,True,False
11,2,S11_The Situation __ Karina Smirnoff,18.0,True,False
11,3,S11_The Situation __ Karina Smirnoff,20.0,True,False
11,4,S11_The Situation __ Karina Smirnoff,14.0,True,False
11,5,S11_The Situation __ Karina Smirnoff,0.0,False,True
11,6,S11_The Situation __ Karina Smirnoff,0.0,False,False
11,7,S11_The Situation __ Karina Smirnoff,0.0,False,False
11,8,S11_The Situation __ Karina Smirnoff,0.0,False,False
11,9,S11_The Situation __ Karina Smirnoff,0.0,False,False
11,10,S11_The Situation __ Karina Smirnoff,0.0,False,False
12,1,S12_Chelsea Kane __ Mark Ballas,21.0,True,False
12,2,S12_Chelsea Kane __ Mark Ballas,18.0,True,False
12,3,S12_Chelsea Kane __ Mark Ballas,23.0,True,False
12,4,S12_Chelsea Kane __ Mark Ballas,26.0,True,False
12,5,S12_Chelsea Kane __ Mark Ballas,26.0,True,False
12,6,S12_Chelsea Kane __ Mark Ballas,28.0,True,False
12,7,S12_Chelsea Kane __ Mark Ballas,32.0,True,False
12,8,S12_Chelsea Kane __ Mark Ballas,27.5,True,False
12,9,S12_Chelsea Kane __ Mark Ballas,36.5,True,False
12,10,S12_Chelsea Kane __ Mark Ballas,29.666600000000003,True,False
12,1,S12_Chris Jericho __ Cheryl Burke,19.0,True,False
12,2,S12_Chris Jericho __ Cheryl Burke,23.0,True,False
12,3,S12_Chris Jericho __ Cheryl Burke,21.0,True,False
12,4,S12_Chris Jericho __ Cheryl Burke,23.0,True,False
12,5,S12_Chris Jericho __ Cheryl Burke,26.0,True,False
12,6,S12_Chris Jericho __ Cheryl Burke,22.0,True,False
12,7,S12_Chris Jericho __ Cheryl Burke,0.0,False,True
12,8,S12_Chris Jericho __ Cheryl Burke,0.0,False,False
12,9,S12_Chris Jericho __ Cheryl Burke,0.0,False,False
12,10,S12_Chris Jericho __ Cheryl Burke,0.0,False,False
12,1,S12_Hines Ward __ Kym Johnson,21.0,True,False
12,2,S12_Hines Ward __ Kym Johnson,23.0,True,False
12,3,S12_Hines Ward __ Kym Johnson,25.0,True,False
12,4,S12_Hines Ward __ Kym Johnson,25.0,True,False
12,5,S12_Hines Ward __ Kym Johnson,27.0,True,False
12,6,S12_Hines Ward __ Kym Johnson,27.0,True,False
12,7,S12_Hines Ward __ Kym Johnson,33.0,True,False
12,8,S12_Hines Ward __ Kym Johnson,27.0,True,False
12,9,S12_Hines Ward __ Kym Johnson,30.0,True,False
12,10,S12_Hines Ward __ Kym Johnson,29.666600000000003,True,False
12,1,S12_Kendra Wilkinson __ Louis van Amstel,18.0,True,False
12,2,S12_Kendra Wilkinson __ Louis van Amstel,19.0,True,False
12,3,S12_Kendra Wilkinson __ Louis van Amstel,23.0,True,False
12,4,S12_Kendra Wilkinson __ Louis van Amstel,18.0,True,False
12,5,S12_Kendra Wilkinson __ Louis van Amstel,22.0,True,False
12,6,S12_Kendra Wilkinson __ Louis van Amstel,25.0,True,False
12,7,S12_Kendra Wilkinson __ Louis van Amstel,30.5,True,False
12,8,S12_Kendra Wilkinson __ Louis van Amstel,0.0,False,True
12,9,S12_Kendra Wilkinson __ Louis van Amstel,0.0,False,False
12,10,S12_Kendra Wilkinson __ Louis van Amstel,0.0,False,False
12,1,S12_Kirstie Alley __ Maksim Chmerkoskiy,23.0,True,False
12,2,S12_Kirstie Alley __ Maksim Chmerkoskiy,20.0,True,False
12,3,S12_Kirstie Alley __ Maksim Chmerkoskiy,21.0,True,False
12,4,S12_Kirstie Alley __ Maksim Chmerkoskiy,22.0,True,False
12,5,S12_Kirstie Alley __ Maksim Chmerkoskiy,23.0,True,False
12,6,S12_Kirstie Alley __ Maksim Chmerkoskiy,26.0,True,False
12,7,S12_Kirstie Alley __ Maksim Chmerkoskiy,30.0,True,False
12,8,S12_Kirstie Alley __ Maksim Chmerkoskiy,26.5,True,False
12,9,S12_Kirstie Alley __ Maksim Chmerkoskiy,27.0,True,False
12,10,S12_Kirstie Alley __ Maksim Chmerkoskiy,27.999899999999997,True,False
12,1,S12_Mike Catherwood __ Lacey Schwimmer,13.0,True,False
12,2,S12_Mike Catherwood __ Lacey Schwimmer,17.0,True,False
12,3,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,True
12,4,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,False
12,5,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,False
12,6,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,False
12,7,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,False
12,8,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,False
12,9,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,False
12,10,S12_Mike Catherwood __ Lacey Schwimmer,0.0,False,False
12,1,S12_Petra Nemcova __ Dmitry Chaplin,18.0,True,False
12,2,S12_Petra Nemcova __ Dmitry Chaplin,18.0,True,False
12,3,S12_Petra Nemcova __ Dmitry Chaplin,25.0,True,False
12,4,S12_Petra Nemcova __ Dmitry Chaplin,23.0,True,False
12,5,S12_Petra Nemcova __ Dmitry Chaplin,22.0,True,False
12,6,S12_Petra Nemcova __ Dmitry Chaplin,0.0,False,True
12,7,S12_Petra Nemcova __ Dmitry Chaplin,0.0,False,False
12,8,S12_Petra Nemcova __ Dmitry Chaplin,0.0,False,False
12,9,S12_Petra Nemcova __ Dmitry Chaplin,0.0,False,False
12,10,S12_Petra Nemcova __ Dmitry Chaplin,0.0,False,False
12,1,S12_Ralph Macchio __ Karina Smirnoff,24.0,True,False
12,2,S12_Ralph Macchio __ Karina Smirnoff,21.0,True,False
12,3,S12_Ralph Macchio __ Karina Smirnoff,21.0,True,False
12,4,S12_Ralph Macchio __ Karina Smirnoff,25.0,True,False
12,5,S12_Ralph Macchio __ Karina Smirnoff,22.0,True,False
12,6,S12_Ralph Macchio __ Karina Smirnoff,24.0,True,False
12,7,S12_Ralph Macchio __ Karina Smirnoff,33.0,True,False
12,8,S12_Ralph Macchio __ Karina Smirnoff,23.0,True,False
12,9,S12_Ralph Macchio __ Karina Smirnoff,24.0,True,False
12,10,S12_Ralph Macchio __ Karina Smirnoff,0.0,False,True
12,1,S12_Romeo __ Chelsie Hightower,19.0,True,False
12,2,S12_Romeo __ Chelsie Hightower,23.0,True,False
12,3,S12_Romeo __ Chelsie Hightower,20.0,True,False
12,4,S12_Romeo __ Chelsie Hightower,23.0,True,False
12,5,S12_Romeo __ Chelsie Hightower,26.0,True,False
12,6,S12_Romeo __ Chelsie Hightower,28.0,True,False
12,7,S12_Romeo __ Chelsie Hightower,30.0,True,False
12,8,S12_Romeo __ Chelsie Hightower,26.0,True,False
12,9,S12_Romeo __ Chelsie Hightower,0.0,False,True
12,10,S12_Romeo __ Chelsie Hightower,0.0,False,False
12,1,S12_Sugar Ray Leonard __ Anna Trebunskaya,17.0,True,False
12,2,S12_Sugar Ray Leonard __ Anna Trebunskaya,17.0,True,False
12,3,S12_Sugar Ray Leonard __ Anna Trebunskaya,20.0,True,False
12,4,S12_Sugar Ray Leonard __ Anna Trebunskaya,21.0,True,False
12,5,S12_Sugar Ray Leonard __ Anna Trebunskaya,0.0,False,True
12,6,S12_Sugar Ray Leonard __ Anna Trebunskaya,0.0,False,False
12,7,S12_Sugar Ray Leonard __ Anna Trebunskaya,0.0,False,False
12,8,S12_Sugar Ray Leonard __ Anna Trebunskaya,0.0,False,False
12,9,S12_Sugar Ray Leonard __ Anna Trebunskaya,0.0,False,False
12,10,S12_Sugar Ray Leonard __ Anna Trebunskaya,0.0,False,False
12,1,S12_Wendy Williams __ Tony Dovolani,14.0,True,False
12,2,S12_Wendy Williams __ Tony Dovolani,17.0,True,False
12,3,S12_Wendy Williams __ Tony Dovolani,15.0,True,False
12,4,S12_Wendy Williams __ Tony Dovolani,0.0,False,True
12,5,S12_Wendy Williams __ Tony Dovolani,0.0,False,False
12,6,S12_Wendy Williams __ Tony Dovolani,0.0,False,False
12,7,S12_Wendy Williams __ Tony Dovolani,0.0,False,False
12,8,S12_Wendy Williams __ Tony Dovolani,0.0,False,False
12,9,S12_Wendy Williams __ Tony Dovolani,0.0,False,False
12,10,S12_Wendy Williams __ Tony Dovolani,0.0,False,False
13,1,S13_Carson Kressley __ Anna Trebunskaya,17.0,True,False
13,2,S13_Carson Kressley __ Anna Trebunskaya,18.0,True,False
13,3,S13_Carson Kressley __ Anna Trebunskaya,23.0,True,False
13,4,S13_Carson Kressley __ Anna Trebunskaya,20.0,True,False
13,5,S13_Carson Kressley __ Anna Trebunskaya,19.0,True,False
13,6,S13_Carson Kressley __ Anna Trebunskaya,0.0,False,True
13,7,S13_Carson Kressley __ Anna Trebunskaya,0.0,False,False
13,8,S13_Carson Kressley __ Anna Trebunskaya,0.0,False,False
13,9,S13_Carson Kressley __ Anna Trebunskaya,0.0,False,False
13,10,S13_Carson Kressley __ Anna Trebunskaya,0.0,False,False
13,1,S13_Chaz Bono __ Lacey Schwimmer,17.0,True,False
13,2,S13_Chaz Bono __ Lacey Schwimmer,17.0,True,False
13,3,S13_Chaz Bono __ Lacey Schwimmer,18.0,True,False
13,4,S13_Chaz Bono __ Lacey Schwimmer,21.0,True,False
13,5,S13_Chaz Bono __ Lacey Schwimmer,21.0,True,False
13,6,S13_Chaz Bono __ Lacey Schwimmer,19.0,True,False
13,7,S13_Chaz Bono __ Lacey Schwimmer,0.0,False,True
13,8,S13_Chaz Bono __ Lacey Schwimmer,0.0,False,False
13,9,S13_Chaz Bono __ Lacey Schwimmer,0.0,False,False
13,10,S13_Chaz Bono __ Lacey Schwimmer,0.0,False,False
13,1,S13_Chynna Phillips __ Tony Dovolani,22.0,True,False
13,2,S13_Chynna Phillips __ Tony Dovolani,21.0,True,False
13,3,S13_Chynna Phillips __ Tony Dovolani,26.0,True,False
13,4,S13_Chynna Phillips __ Tony Dovolani,21.0,True,False
13,5,S13_Chynna Phillips __ Tony Dovolani,0.0,False,True
13,6,S13_Chynna Phillips __ Tony Dovolani,0.0,False,False
13,7,S13_Chynna Phillips __ Tony Dovolani,0.0,False,False
13,8,S13_Chynna Phillips __ Tony Dovolani,0.0,False,False
13,9,S13_Chynna Phillips __ Tony Dovolani,0.0,False,False
13,10,S13_Chynna Phillips __ Tony Dovolani,0.0,False,False
13,1,S13_David Arquette __ Kym Johnson,18.0,True,False
13,2,S13_David Arquette __ Kym Johnson,18.0,True,False
13,3,S13_David Arquette __ Kym Johnson,24.0,True,False
13,4,S13_David Arquette __ Kym Johnson,23.0,True,False
13,5,S13_David Arquette __ Kym Johnson,25.0,True,False
13,6,S13_David Arquette __ Kym Johnson,23.0,True,False
13,7,S13_David Arquette __ Kym Johnson,23.5,True,False
13,8,S13_David Arquette __ Kym Johnson,0.0,False,True
13,9,S13_David Arquette __ Kym Johnson,0.0,False,False
